date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:30:09	17927/17927	---M-Z	200	added ('OK')	text/css	etag:%2244a65-4607-6199fd8705980-gzip%22	https://codervent.com/maxton/demo/vertical-menu/assets/css/bootstrap-extended.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/css/bootstrap-extended.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:10	31994/31994	---M-Z	200	added ('OK')	text/css	etag:%2244a5e-7cfa-619b5c0e0d900-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/main.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/main.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:10	10358/10358	---M-Z	200	added ('OK')	text/css	etag:%2244a5b-2876-619b18b39f100-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/dark-theme.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/dark-theme.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:10	22387/22387	---M-Z	200	added ('OK')	text/css	etag:%2244a55-5773-619b18b39f100-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/blue-theme.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/blue-theme.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:11	3864/3864	---M-Z	200	added ('OK')	text/css	etag:%2244a63-f18-619b18b39f100-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/semi-dark.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/semi-dark.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:11	444/444	---M-Z	200	added ('OK')	text/css	etag:%2244a5c-1bc-619b18b39f100-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/bordered-theme.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/bordered-theme.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:11	2967/2967	---M-Z	200	added ('OK')	text/css	etag:%2244a5f-b97-619b18b39f100-gzip%22	https://codervent.com/maxton/demo/vertical-menu/sass/responsive.css	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/sass/responsive.css	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:12	51939/51939	---M--	200	added ('OK')	image/png	etag:%2244ab0-cae3-5cc020a475080%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/avatars/01.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/avatars/01.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:12	54575/54575	---M--	200	added ('OK')	image/png	etag:%2244ab3-d52f-5cc0213382200%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/avatars/02.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/avatars/02.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:13	43156/43156	---M--	200	added ('OK')	image/png	etag:%2244aad-a894-5cc021b535400%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/avatars/03.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/avatars/03.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:14	16194/16194	---M--	200	added ('OK')	image/png	etag:%2244acb-3f42-5bbfa5cc22a00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/02.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/02.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:14	13296/13296	---M--	200	added ('OK')	image/png	etag:%2244aca-33f0-5bbfa5cff3300%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/01.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/01.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:14	7881/7881	---M--	200	added ('OK')	image/png	etag:%2244acd-1ec9-5bbfa5ce0ae80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/03.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/03.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:14	10347/10347	---M--	200	added ('OK')	image/png	etag:%2244acf-286b-5bbfa5cc22a00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/04.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/04.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:15	28830/28830	---M--	200	added ('OK')	image/png	etag:%2244ad0-709e-5bbfa5ca3a580%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/05.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/05.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:15	22668/22668	---M--	200	added ('OK')	image/png	etag:%2244ad1-588c-5f76fa4363600%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/06.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/06.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:15	16949/16949	---M--	200	added ('OK')	image/png	etag:%2244ace-4235-5f76fab3ebf80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/07.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/07.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:15	22060/22060	---M--	200	added ('OK')	image/png	etag:%2244ad2-562c-5f76faeb3c200%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/08.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/08.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:15	13397/13397	---M--	200	added ('OK')	image/png	etag:%2244aec-3455-6055b5cb82a00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/02.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/02.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:16	13626/13626	---M--	200	added ('OK')	image/png	etag:%2244aed-353a-6055b26009880%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/03.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/03.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:16	16054/16054	---M--	200	added ('OK')	image/png	etag:%2244aea-3eb6-6055b81e9a600%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/01.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/01.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:16	27316/27316	---M--	200	added ('OK')	image/png	etag:%2244af9-6ab4-6055bc3b75a00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/11.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/11.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:17	22632/22632	---M--	200	added ('OK')	image/png	etag:%2244afb-5868-6055bfe5e0000%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/13.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/13.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:17	10435/10435	---M--	200	added ('OK')	image/png	etag:%2244af6-28c3-6055bcf661300%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/12.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/12.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:17	24119/24119	---M--	200	added ('OK')	image/png	etag:%2244af8-5e37-6055bb2314480%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/08.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/08.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:17	31168/31168	---M--	200	added ('OK')	image/png	etag:%2244af7-79c0-6055bb4939e80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/09.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/09.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:18	7267/7267	---M--	200	added ('OK')	image/png	etag:%2244a8e-1c63-603b4da8e0100%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/01.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/01.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:18	22269/22269	---M--	200	added ('OK')	image/png	etag:%2244a8f-56fd-604052799c380%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/02.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/02.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:18	18096/18096	---M--	200	added ('OK')	image/png	etag:%2244a8c-46b0-604052a762f80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/03.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/03.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:18	8618/8618	---M--	200	added ('OK')	image/png	etag:%2244a8d-21aa-60417c1a77500%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/04.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/04.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:19	42155/42155	---M--	200	added ('OK')	image/png	etag:%2244a90-a4ab-604057f19aa80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/05.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/05.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:19	49935/49935	---M--	200	added ('OK')	image/png	etag:%2244a94-c30f-604058439ec00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/06.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/06.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:19	13588/13588	---M--	200	added ('OK')	image/png	etag:%2244a92-3514-604058a2fcd00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/07.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/07.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:20	51110/51110	---M--	200	added ('OK')	image/png	etag:%2244a9f-c7a6-60405937c2c00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/08.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/08.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:20	15600/15600	---M--	200	added ('OK')	image/png	etag:%2244a97-3cf0-60417a472a680%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/09.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/09.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:20	13804/13804	---M--	200	added ('OK')	image/png	etag:%2244a91-35ec-5f1b543a7d380%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/10.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/10.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:21	12556/12556	---M--	200	added ('OK')	image/png	etag:%2244a93-310c-604179d6a1d00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/11.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/11.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:21	14516/14516	---M--	200	added ('OK')	image/png	etag:%2244a95-38b4-60417015e9a80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/12.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/12.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:21	26036/26036	---M--	200	added ('OK')	image/png	etag:%2244a96-65b4-6043e09f81280%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/13.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/13.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:21	27676/27676	---M--	200	added ('OK')	image/png	etag:%2244a9b-6c1c-6043e68067100%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/14.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/14.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:22	36196/36196	---M--	200	added ('OK')	image/png	etag:%2244aaf-8d64-5cc022daf0900%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/avatars/06.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/avatars/06.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:22	29166/29166	---M--	200	added ('OK')	image/png	etag:%2244a74-71ee-619b1bf8f2880%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/logo-icon.png	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/assets/images/logo-icon.png	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:22	104821/104821	---M-Z	200	added ('OK')	text/html	etag:%2244a3f-19975-619cb75f04500-gzip%22	https://codervent.com/maxton/demo/vertical-menu/index.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/index-2.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:23	102406/102406	---M-Z	200	added ('OK')	text/html	etag:%2244a40-19006-619cb8d4db700-gzip%22	https://codervent.com/maxton/demo/vertical-menu/index2.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/index2.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:23	82885/82885	---M-Z	200	added ('OK')	text/html	etag:%2244a50-143c5-619cb90ffc280-gzip%22	https://codervent.com/maxton/demo/vertical-menu/widgets-data.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/widgets-data.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:23	134920/134920	---M-Z	200	added ('OK')	text/html	etag:%2244a4f-20f08-619cb915b5000-gzip%22	https://codervent.com/maxton/demo/vertical-menu/widgets-static.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/widgets-static.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:24	89186/89186	---M-Z	200	added ('OK')	text/html	etag:%22449f8-15c62-619cb79a25080-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-emailbox.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-emailbox.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:24	73642/73642	---M-Z	200	added ('OK')	text/html	etag:%22449fe-11faa-619cb79df5980-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-emailread.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-emailread.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:24	78677/78677	---M-Z	200	added ('OK')	text/html	etag:%22449f5-13355-619cb7946c300-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-chat-box.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-chat-box.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:25	62386/62386	---M-Z	200	added ('OK')	text/html	etag:%22449ff-f3b2-619cb7bc7a180-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-fullcalender.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-fullcalender.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:25	66332/66332	---M-Z	200	added ('OK')	text/html	etag:%22449f9-1031c-619cb7c41b380-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-to-do.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-to-do.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:25	67261/67261	---M-Z	200	added ('OK')	text/html	etag:%22449f3-106bd-619cb7c04aa80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-invoice.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/app-invoice.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:25	103089/103089	---M-Z	200	added ('OK')	text/html	etag:%2244a08-192b1-619cb7fd53a80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/cards.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/cards.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:26	79357/79357	---M-Z	200	added ('OK')	text/html	etag:%2244a2a-135fd-619cb86bf3f80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-add-product.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-add-product.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:26	89053/89053	---M-Z	200	added ('OK')	text/html	etag:%2244a2d-15bdd-619cb882d7580-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-products.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-products.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:26	75043/75043	---M-Z	200	added ('OK')	text/html	etag:%2244a2c-12523-619cb8757d600-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-customers.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-customers.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:27	94554/94554	---M-Z	200	added ('OK')	text/html	etag:%2244a2b-1715a-619cb871acd00-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-customer-details.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-customer-details.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:27	75171/75171	---M-Z	200	added ('OK')	text/html	etag:%2244a2e-125a3-619cb87d1e800-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-orders.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-orders.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:27	75506/75506	---M-Z	200	added ('OK')	text/html	etag:%2244a2f-126f2-619cb8794df00-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-order-details.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/ecommerce-order-details.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:28	72503/72503	---M-Z	200	added ('OK')	text/html	etag:%2244a13-11b37-619cb81437080-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-alerts.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-alerts.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:28	68462/68462	---M-Z	200	added ('OK')	text/html	etag:%2244a10-10b6e-619cb81066780-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-accordions.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-accordions.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:28	68735/68735	---M-Z	200	added ('OK')	text/html	etag:%2244a11-10c7f-619cb81bd8280-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-badges.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-badges.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:28	97593/97593	---M-Z	200	added ('OK')	text/html	etag:%2244a1c-17d39-619cb81fa8b80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-buttons.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-buttons.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:29	67620/67620	---M-Z	200	added ('OK')	text/html	etag:%2244a1a-10824-619cb830d3400-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-carousels.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-carousels.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:29	71923/71923	---M-Z	200	added ('OK')	text/html	etag:%2244a1f-118f3-619cb8368c180-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-media-object.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-media-object.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:29	100027/100027	---M-Z	200	added ('OK')	text/html	etag:%2244a1e-186bb-619cb83a5ca80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-modals.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-modals.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:30	89361/89361	---M-Z	200	added ('OK')	text/html	etag:%2244a21-15d11-619cb841fdc80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-navs-tabs.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-navs-tabs.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:30	73011/73011	---M-Z	200	added ('OK')	text/html	etag:%2244a23-11d33-619cb83e2d380-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-navbar.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-navbar.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:30	65623/65623	---M-Z	200	added ('OK')	text/html	etag:%2244a24-10057-619cb85140080-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-paginations.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-paginations.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:31	63019/63019	---M-Z	200	added ('OK')	text/html	etag:%2244a1b-f62b-619cb85510980-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-popovers-tooltips.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-popovers-tooltips.html	(from https://codervent.com/maxton/demo/vertical-menu/)
19:30:31	65503/65503	---M-Z	200	added ('OK')	text/html	etag:%2244a20-ffdf-619cb858e1280-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-progress-bars.html	C:/My%20Web%20Sites/fitness%20dasboard/codervent.com/maxton/demo/vertical-menu/component-progress-bars.html	(from https://codervent.com/maxton/demo/vertical-menu/)
